CROWN_FIRE_SPOTTING_PERCENT_MIN,CROWN_FIRE_SPOTTING_PERCENT_MAX,ENABLE_SURFACE_FIRE_SPOTTING,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MIN,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MAX,CRITICAL_SPOTTING_FIRELINE_INTENSITY,SPOTTING_DISTRIBUTION_TYPE,MEAN_SPOTTING_DIST_MIN,MEAN_SPOTTING_DIST_MAX,NORMALIZED_SPOTTING_DIST_VARIANCE_MIN,NORMALIZED_SPOTTING_DIST_VARIANCE_MAX,SPOT_WS_EXP_LO,SPOT_WS_EXP_HI,SPOT_FLIN_EXP_LO,SPOT_FLIN_EXP_HI,NEMBERS_MIN,NEMBERS_MAX_LO,NEMBERS_MAX_HI,PIGN_MIN,PIGN_MAX,INPUT_DIR,WIND_SPEED,WIND_DIRECTION,CROWN_FIRE_MODEL,CC,CBH,CBD,CH,Run Number
0.3,0.7,.TRUE.,0.7,0.7,1541.0,'LOGNORMAL',99.0,172.0,1.0,2.0,0.2,0.6,0.3,0.5,1,1,2,42.0,48.0,inputs-500M,9.2,215.2,0,0.09,3.47,-2.31,0.06,333
0.4,0.5,.TRUE.,0.5,0.5,560.0,'LOGNORMAL',27.0,148.0,2.0,2.0,0.2,0.3,0.1,0.1,2,2,2,36.0,46.0,inputs,7.8,263.0,1,-0.1,-3.23,-1.66,-0.06,334
0.1,0.4,.TRUE.,0.2,0.2,932.0,'LOGNORMAL',59.0,65.0,2.0,3.0,0.1,0.6,0.5,0.6,1,1,1,65.0,97.0,inputs,12.4,-84.2,0,-0.06,1.69,-0.15,-0.04,335
0.4,0.4,.TRUE.,0.1,0.5,2203.0,'LOGNORMAL',30.0,121.0,2.0,3.0,0.2,0.5,0.3,0.7,1,1,1,90.0,97.0,inputs-500M,10.8,-3.5,0,-0.08,-3.46,-0.01,1.51,336
0.4,0.8,.TRUE.,0.5,0.6,2776.0,'LOGNORMAL',36.0,165.0,2.0,2.0,0.5,0.6,0.3,0.3,2,2,2,68.0,96.0,inputs-1000M,2.5,-86.2,1,-0.09,-3.3,-1.2,-0.06,337
0.2,0.7,.TRUE.,0.3,0.6,1042.0,'LOGNORMAL',26.0,109.0,2.0,3.0,0.2,0.5,0.3,0.4,1,1,1,18.0,81.0,inputs,10.4,77.4,1,-0.05,2.49,0.09,1.05,338
0.2,0.8,.TRUE.,0.3,0.3,1972.0,'LOGNORMAL',27.0,190.0,2.0,3.0,0.6,0.7,0.2,0.4,1,1,2,3.0,50.0,inputs-1000M,8.3,323.5,0,-0.05,-2.75,0.03,0.34,339
0.5,0.8,.TRUE.,0.2,0.5,1013.0,'LOGNORMAL',58.0,109.0,2.0,2.0,0.2,0.6,0.4,0.4,1,1,2,49.0,96.0,inputs-500M,5.3,137.4,0,-0.04,3.65,-4.82,0.06,340
0.2,0.8,.TRUE.,0.3,0.7,2992.0,'LOGNORMAL',88.0,200.0,1.0,2.0,0.2,0.2,0.6,0.6,1,1,1,77.0,78.0,inputs,10.6,-259.9,0,0.03,-1.92,0.05,5.7,341
0.4,0.5,.TRUE.,0.1,0.1,273.0,'LOGNORMAL',39.0,185.0,1.0,2.0,0.1,0.1,0.4,0.5,1,1,2,46.0,59.0,inputs,7.3,-355.6,0,-0.06,-3.36,0.05,2.0,342
0.6,0.8,.TRUE.,0.4,0.5,1762.0,'LOGNORMAL',76.0,107.0,1.0,2.0,0.2,0.5,0.2,0.3,1,1,2,16.0,83.0,inputs-1000M,19.1,-233.7,1,-0.09,-4.95,-2.04,0.07,343
0.6,0.7,.TRUE.,0.2,0.4,1668.0,'LOGNORMAL',113.0,128.0,1.0,2.0,0.3,0.7,0.5,0.6,1,1,1,15.0,79.0,inputs-1000M,9.5,286.5,0,-0.08,-0.48,-2.05,0.02,344
0.7,0.7,.TRUE.,0.2,0.7,741.0,'LOGNORMAL',48.0,48.0,1.0,3.0,0.1,0.3,0.4,0.4,1,1,1,10.0,58.0,inputs-1000M,16.1,75.9,1,-0.1,2.66,0.01,6.58,345
0.5,0.7,.TRUE.,0.2,0.4,1438.0,'LOGNORMAL',91.0,201.0,1.0,2.0,0.4,0.4,0.2,0.3,1,1,2,11.0,91.0,inputs-1000M,14.3,210.9,1,0.0,1.98,-6.76,-0.0,346
0.1,0.6,.TRUE.,0.4,0.5,1139.0,'LOGNORMAL',42.0,57.0,2.0,3.0,0.3,0.3,0.1,0.7,1,1,2,44.0,91.0,inputs-500M,10.1,267.3,1,-0.09,4.78,-6.32,-0.02,347
0.3,0.5,.TRUE.,0.1,0.5,83.0,'LOGNORMAL',40.0,90.0,2.0,3.0,0.4,0.4,0.2,0.2,1,1,2,13.0,97.0,inputs,19.0,279.3,1,0.06,4.86,-0.73,0.07,348
0.2,0.6,.TRUE.,0.5,0.6,1985.0,'LOGNORMAL',80.0,155.0,1.0,3.0,0.2,0.2,0.2,0.5,1,1,2,29.0,31.0,inputs-1000M,10.8,-276.8,0,-0.03,1.08,-4.92,0.0,349
0.1,0.6,.TRUE.,0.2,0.2,2724.0,'LOGNORMAL',11.0,114.0,2.0,3.0,0.2,0.4,0.2,0.5,1,1,2,30.0,51.0,inputs-500M,13.1,144.0,0,-0.07,0.56,-5.34,0.07,350
0.1,0.4,.TRUE.,0.5,0.5,1236.0,'LOGNORMAL',31.0,116.0,1.0,2.0,0.2,0.6,0.1,0.6,1,1,2,47.0,81.0,inputs,13.8,-217.3,1,0.06,-2.13,-0.4,0.02,351
0.2,0.7,.TRUE.,0.2,0.5,65.0,'LOGNORMAL',93.0,196.0,1.0,3.0,0.2,0.6,0.1,0.6,1,1,2,49.0,75.0,inputs-500M,19.8,17.7,0,0.06,0.53,0.07,6.13,352
0.1,0.3,.TRUE.,0.4,0.6,2418.0,'LOGNORMAL',34.0,191.0,2.0,2.0,0.2,0.5,0.3,0.5,2,2,2,23.0,56.0,inputs-1000M,10.3,-194.3,1,0.09,-3.94,-5.25,-0.07,353
0.5,0.6,.TRUE.,0.2,0.3,1408.0,'LOGNORMAL',40.0,158.0,1.0,3.0,0.2,0.3,0.2,0.6,2,2,2,34.0,89.0,inputs-1000M,8.1,-358.5,0,-0.08,0.2,0.08,1.85,354
0.3,0.7,.TRUE.,0.5,0.7,580.0,'LOGNORMAL',106.0,173.0,1.0,3.0,0.2,0.3,0.3,0.7,2,2,2,45.0,99.0,inputs,14.1,-274.7,0,-0.09,-3.52,-6.1,0.0,355
0.4,0.7,.TRUE.,0.3,0.5,2750.0,'LOGNORMAL',26.0,101.0,1.0,2.0,0.4,0.5,0.5,0.7,1,1,1,40.0,88.0,inputs-1000M,5.3,-23.8,1,0.0,2.95,-1.37,-0.05,356
0.3,0.7,.TRUE.,0.2,0.6,2017.0,'LOGNORMAL',87.0,110.0,2.0,3.0,0.1,0.3,0.1,0.3,1,1,2,67.0,77.0,inputs-1000M,2.6,84.0,0,-0.03,-3.01,0.02,1.73,357
0.2,0.5,.TRUE.,0.2,0.3,1256.0,'LOGNORMAL',112.0,175.0,1.0,2.0,0.1,0.6,0.2,0.5,1,1,2,39.0,47.0,inputs-1000M,12.8,-216.8,0,-0.02,1.13,-6.01,-0.02,358
0.7,0.7,.TRUE.,0.3,0.4,2876.0,'LOGNORMAL',74.0,199.0,1.0,3.0,0.1,0.6,0.6,0.6,1,1,2,21.0,55.0,inputs-1000M,1.5,9.9,1,0.07,-4.11,0.1,2.29,359
0.3,0.3,.TRUE.,0.3,0.4,975.0,'LOGNORMAL',70.0,121.0,2.0,3.0,0.3,0.3,0.4,0.6,2,2,2,90.0,100.0,inputs,15.2,141.0,1,-0.04,2.12,0.06,5.34,360
0.2,0.4,.TRUE.,0.3,0.4,2599.0,'LOGNORMAL',130.0,172.0,2.0,3.0,0.3,0.6,0.4,0.6,1,1,1,40.0,63.0,inputs-1000M,16.4,-58.6,0,0.05,0.75,-0.01,4.99,361
0.2,0.7,.TRUE.,0.2,0.3,1056.0,'LOGNORMAL',77.0,171.0,2.0,2.0,0.3,0.6,0.3,0.6,1,1,1,15.0,56.0,inputs-1000M,4.1,322.2,1,0.09,-2.7,0.04,3.16,362
0.3,0.7,.TRUE.,0.4,0.4,1232.0,'LOGNORMAL',84.0,149.0,1.0,3.0,0.2,0.6,0.6,0.7,1,1,2,38.0,61.0,inputs-500M,3.5,34.1,1,0.02,4.85,-1.4,0.04,363
0.4,0.8,.TRUE.,0.4,0.5,2624.0,'LOGNORMAL',37.0,147.0,2.0,2.0,0.3,0.6,0.4,0.4,2,2,2,22.0,67.0,inputs,5.9,156.9,0,-0.02,-2.84,-5.35,-0.05,364
0.6,0.7,.TRUE.,0.2,0.4,2564.0,'LOGNORMAL',145.0,149.0,2.0,3.0,0.2,0.7,0.4,0.5,1,1,1,49.0,87.0,inputs,11.1,-261.1,0,-0.04,-2.91,-3.57,0.03,365
0.4,0.8,.TRUE.,0.2,0.6,17.0,'LOGNORMAL',86.0,94.0,1.0,3.0,0.3,0.5,0.2,0.4,1,1,2,29.0,39.0,inputs-1000M,16.1,348.9,1,0.03,-2.41,-0.51,0.06,366
0.3,0.5,.TRUE.,0.2,0.6,2721.0,'LOGNORMAL',15.0,176.0,2.0,3.0,0.4,0.6,0.3,0.5,1,1,2,17.0,55.0,inputs-1000M,15.9,-343.8,1,-0.06,-0.9,-0.39,-0.01,367
0.1,0.4,.TRUE.,0.2,0.7,1727.0,'LOGNORMAL',161.0,177.0,1.0,3.0,0.4,0.6,0.5,0.6,1,1,2,85.0,95.0,inputs-1000M,19.8,184.3,0,0.1,-1.96,0.08,5.25,368
0.7,0.8,.TRUE.,0.4,0.5,1240.0,'LOGNORMAL',12.0,66.0,1.0,2.0,0.3,0.5,0.5,0.5,1,1,2,88.0,96.0,inputs,0.2,78.4,0,-0.0,0.84,-6.63,0.05,369
0.3,0.7,.TRUE.,0.4,0.6,1573.0,'LOGNORMAL',32.0,45.0,1.0,2.0,0.2,0.6,0.2,0.6,1,1,2,23.0,30.0,inputs,3.3,306.6,0,-0.04,3.02,-1.59,0.01,370
0.2,0.7,.TRUE.,0.3,0.5,2998.0,'LOGNORMAL',26.0,141.0,2.0,3.0,0.2,0.3,0.3,0.5,1,1,2,2.0,47.0,inputs-500M,12.4,238.2,1,0.05,-4.85,-2.19,0.08,371
0.2,0.6,.TRUE.,0.6,0.6,2103.0,'LOGNORMAL',70.0,140.0,2.0,3.0,0.5,0.5,0.4,0.7,1,1,2,30.0,69.0,inputs-500M,11.1,-248.7,0,0.08,-1.79,-0.17,0.04,372
0.1,0.7,.TRUE.,0.4,0.6,1380.0,'LOGNORMAL',7.0,21.0,2.0,2.0,0.3,0.6,0.1,0.3,1,1,2,67.0,89.0,inputs-1000M,9.7,5.3,1,0.04,-2.03,-0.05,0.84,373
0.3,0.5,.TRUE.,0.1,0.5,637.0,'LOGNORMAL',3.0,186.0,1.0,3.0,0.2,0.6,0.2,0.7,1,1,2,15.0,74.0,inputs-500M,1.3,-84.1,0,-0.06,-3.28,-0.09,0.21,374
0.3,0.7,.TRUE.,0.3,0.5,80.0,'LOGNORMAL',54.0,167.0,1.0,2.0,0.2,0.4,0.2,0.6,1,1,2,9.0,20.0,inputs-1000M,2.3,-5.7,0,0.01,1.81,0.09,6.76,375
0.5,0.6,.TRUE.,0.2,0.3,99.0,'LOGNORMAL',109.0,128.0,2.0,3.0,0.3,0.4,0.5,0.5,1,1,2,26.0,82.0,inputs,14.7,-226.3,0,0.09,-0.66,-0.07,1.41,376
0.2,0.6,.TRUE.,0.5,0.6,2159.0,'LOGNORMAL',27.0,32.0,2.0,2.0,0.1,0.5,0.4,0.4,1,1,2,21.0,42.0,inputs-500M,5.7,299.9,1,-0.07,3.75,-6.82,-0.0,377
0.4,0.6,.TRUE.,0.1,0.5,1267.0,'LOGNORMAL',3.0,40.0,2.0,3.0,0.1,0.3,0.6,0.7,2,2,2,24.0,57.0,inputs,18.5,-300.7,0,0.08,3.4,-0.08,1.24,378
0.1,0.3,.TRUE.,0.2,0.4,954.0,'LOGNORMAL',57.0,141.0,1.0,2.0,0.3,0.4,0.3,0.4,1,1,2,66.0,98.0,inputs,1.1,277.4,0,-0.08,-2.62,0.08,3.74,379
0.2,0.7,.TRUE.,0.2,0.3,2651.0,'LOGNORMAL',137.0,192.0,2.0,3.0,0.4,0.5,0.5,0.6,1,1,2,20.0,69.0,inputs-500M,5.3,166.1,1,0.07,3.11,-0.79,0.04,380
0.6,0.6,.TRUE.,0.1,0.4,1800.0,'LOGNORMAL',33.0,109.0,2.0,3.0,0.3,0.4,0.4,0.6,1,1,2,3.0,65.0,inputs,2.9,260.1,0,0.02,-1.9,-5.3,-0.09,381
0.4,0.7,.TRUE.,0.2,0.5,2521.0,'LOGNORMAL',179.0,197.0,2.0,2.0,0.2,0.6,0.5,0.7,1,1,1,22.0,90.0,inputs,14.4,-26.8,1,0.04,0.09,-2.17,0.03,382
0.5,0.6,.TRUE.,0.4,0.5,2286.0,'LOGNORMAL',76.0,107.0,1.0,2.0,0.4,0.5,0.2,0.2,1,1,2,71.0,78.0,inputs-500M,1.4,-316.2,0,-0.03,-0.56,-3.51,0.05,383
0.1,0.4,.TRUE.,0.4,0.4,2430.0,'LOGNORMAL',39.0,96.0,2.0,3.0,0.3,0.3,0.3,0.4,1,1,1,60.0,63.0,inputs-500M,13.2,-110.8,0,0.08,-4.34,-6.52,0.08,384
0.2,0.7,.TRUE.,0.3,0.7,208.0,'LOGNORMAL',49.0,103.0,2.0,2.0,0.3,0.6,0.3,0.6,2,2,2,81.0,90.0,inputs-500M,18.0,235.1,0,-0.08,-4.69,-2.68,-0.04,385
0.3,0.5,.TRUE.,0.5,0.6,1536.0,'LOGNORMAL',137.0,169.0,1.0,3.0,0.1,0.7,0.1,0.5,1,1,1,4.0,15.0,inputs,10.8,301.0,0,-0.09,-2.98,-6.35,-0.06,386
0.2,0.8,.TRUE.,0.3,0.4,818.0,'LOGNORMAL',84.0,104.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,1,78.0,78.0,inputs,19.1,-224.8,1,-0.01,-4.08,0.06,6.46,387
0.3,0.3,.TRUE.,0.6,0.6,2476.0,'LOGNORMAL',151.0,169.0,1.0,2.0,0.2,0.5,0.3,0.5,2,2,2,8.0,63.0,inputs-500M,2.2,19.6,1,-0.06,-4.45,-0.03,5.87,388
0.3,0.5,.TRUE.,0.2,0.2,1864.0,'LOGNORMAL',108.0,161.0,1.0,2.0,0.5,0.7,0.1,0.3,2,2,2,55.0,76.0,inputs,7.7,250.3,1,-0.03,0.23,-6.96,-0.06,389
0.3,0.6,.TRUE.,0.5,0.5,1696.0,'LOGNORMAL',47.0,165.0,1.0,2.0,0.4,0.6,0.2,0.6,2,2,2,58.0,91.0,inputs,6.0,-221.0,1,0.01,-1.09,0.04,1.64,390
0.8,0.8,.TRUE.,0.2,0.6,318.0,'LOGNORMAL',41.0,134.0,1.0,2.0,0.2,0.5,0.5,0.6,1,1,2,38.0,41.0,inputs-1000M,5.1,-148.8,1,-0.03,0.7,0.06,3.57,391
0.4,0.7,.TRUE.,0.5,0.7,1851.0,'LOGNORMAL',155.0,199.0,1.0,2.0,0.1,0.5,0.4,0.7,2,2,2,15.0,53.0,inputs-500M,5.6,289.5,0,-0.1,-1.61,-6.42,0.1,392
0.1,0.7,.TRUE.,0.4,0.6,2364.0,'LOGNORMAL',71.0,123.0,2.0,3.0,0.3,0.5,0.3,0.5,1,1,2,60.0,95.0,inputs-1000M,7.6,249.0,1,0.06,1.11,-0.07,6.72,393
0.2,0.2,.TRUE.,0.2,0.2,132.0,'LOGNORMAL',22.0,105.0,1.0,3.0,0.4,0.7,0.4,0.6,1,1,1,21.0,55.0,inputs,8.7,34.5,0,-0.09,-4.72,-5.97,0.04,394
0.1,0.4,.TRUE.,0.3,0.3,1812.0,'LOGNORMAL',32.0,117.0,1.0,2.0,0.4,0.6,0.4,0.4,1,1,2,30.0,99.0,inputs,7.1,-130.8,0,-0.08,-0.53,-2.61,0.05,395
0.5,0.5,.TRUE.,0.2,0.7,2620.0,'LOGNORMAL',88.0,165.0,2.0,3.0,0.5,0.7,0.3,0.6,1,1,2,13.0,82.0,inputs-1000M,9.9,242.4,1,-0.05,3.64,-0.71,0.02,396
0.1,0.6,.TRUE.,0.3,0.6,2479.0,'LOGNORMAL',110.0,192.0,1.0,3.0,0.3,0.6,0.2,0.3,1,1,1,11.0,26.0,inputs-500M,3.2,45.1,1,0.06,1.34,-4.83,0.04,397
0.4,0.7,.TRUE.,0.3,0.3,2339.0,'LOGNORMAL',14.0,68.0,2.0,2.0,0.3,0.6,0.4,0.5,1,1,2,24.0,65.0,inputs-1000M,1.2,-355.1,1,0.09,3.39,-6.95,0.06,398
0.5,0.7,.TRUE.,0.1,0.2,1904.0,'LOGNORMAL',163.0,189.0,1.0,2.0,0.4,0.7,0.1,0.5,2,2,2,20.0,64.0,inputs-500M,19.5,169.0,1,0.03,0.22,-6.9,-0.09,399
0.1,0.7,.TRUE.,0.5,0.6,73.0,'LOGNORMAL',63.0,149.0,2.0,3.0,0.2,0.6,0.2,0.6,1,1,2,17.0,48.0,inputs,9.7,-82.8,0,0.06,-0.41,-4.09,0.03,400
0.3,0.4,.TRUE.,0.5,0.5,1637.0,'LOGNORMAL',63.0,106.0,1.0,3.0,0.1,0.5,0.5,0.7,1,1,2,10.0,25.0,inputs,14.8,-348.0,1,0.05,-0.96,-1.61,0.0,401
0.2,0.5,.TRUE.,0.3,0.7,611.0,'LOGNORMAL',113.0,149.0,1.0,3.0,0.1,0.2,0.2,0.3,1,1,2,65.0,84.0,inputs-1000M,8.0,-344.7,0,-0.07,1.18,0.04,6.81,402
0.3,0.5,.TRUE.,0.2,0.6,2907.0,'LOGNORMAL',61.0,190.0,2.0,3.0,0.6,0.7,0.3,0.7,2,2,2,10.0,32.0,inputs-1000M,16.5,253.2,0,0.05,2.19,-0.06,3.13,403
0.3,0.5,.TRUE.,0.1,0.5,762.0,'LOGNORMAL',11.0,48.0,2.0,2.0,0.5,0.6,0.3,0.5,1,1,1,64.0,67.0,inputs-1000M,19.6,102.1,1,-0.04,-3.59,-0.08,5.82,404
0.3,0.5,.TRUE.,0.3,0.4,340.0,'LOGNORMAL',23.0,55.0,2.0,3.0,0.2,0.3,0.2,0.6,2,2,2,8.0,31.0,inputs-500M,14.5,302.8,1,0.02,-4.5,-0.0,2.94,405
0.7,0.8,.TRUE.,0.4,0.7,310.0,'LOGNORMAL',124.0,137.0,2.0,2.0,0.1,0.6,0.3,0.4,1,1,2,68.0,80.0,inputs-500M,6.9,-33.3,1,-0.0,-4.3,0.06,1.43,406
0.3,0.5,.TRUE.,0.5,0.6,1216.0,'LOGNORMAL',17.0,156.0,1.0,2.0,0.1,0.2,0.2,0.3,1,1,2,7.0,19.0,inputs-1000M,2.8,194.7,0,0.03,-2.17,0.02,2.02,407
0.5,0.7,.TRUE.,0.1,0.6,357.0,'LOGNORMAL',101.0,132.0,2.0,2.0,0.2,0.4,0.3,0.5,1,1,2,4.0,66.0,inputs-500M,1.8,327.8,0,-0.02,-0.03,0.0,0.58,408
0.3,0.5,.TRUE.,0.3,0.6,1613.0,'LOGNORMAL',143.0,188.0,1.0,3.0,0.4,0.4,0.2,0.6,2,2,2,51.0,91.0,inputs,12.1,-201.4,1,-0.09,-0.88,-0.08,2.86,409
0.3,0.6,.TRUE.,0.7,0.7,965.0,'LOGNORMAL',62.0,108.0,2.0,3.0,0.4,0.6,0.3,0.3,1,1,2,24.0,35.0,inputs-1000M,15.0,26.9,0,-0.08,-2.23,-0.05,6.64,410
0.1,0.6,.TRUE.,0.4,0.4,1223.0,'LOGNORMAL',40.0,88.0,1.0,2.0,0.1,0.6,0.2,0.3,1,1,2,15.0,62.0,inputs,6.7,120.5,1,0.06,-1.46,-4.42,0.04,411
0.3,0.5,.TRUE.,0.3,0.3,506.0,'LOGNORMAL',75.0,82.0,2.0,3.0,0.1,0.3,0.1,0.3,1,1,1,31.0,41.0,inputs-1000M,0.4,-346.9,1,0.03,4.31,-0.02,4.8,412
0.3,0.5,.TRUE.,0.4,0.5,220.0,'LOGNORMAL',62.0,141.0,1.0,3.0,0.4,0.5,0.2,0.2,1,1,2,72.0,94.0,inputs,7.4,161.5,0,-0.07,-2.82,-0.04,4.76,413
0.1,0.8,.TRUE.,0.2,0.6,2699.0,'LOGNORMAL',100.0,148.0,2.0,3.0,0.1,0.4,0.2,0.6,1,1,1,10.0,25.0,inputs,6.0,-278.3,0,0.09,3.04,-5.96,-0.09,414
0.2,0.4,.TRUE.,0.2,0.3,1955.0,'LOGNORMAL',19.0,159.0,2.0,2.0,0.3,0.6,0.2,0.6,1,1,1,9.0,58.0,inputs-500M,12.9,-329.9,0,-0.04,-0.29,-5.94,-0.03,415
0.5,0.7,.TRUE.,0.3,0.5,2228.0,'LOGNORMAL',60.0,86.0,2.0,2.0,0.5,0.5,0.4,0.6,1,1,2,14.0,22.0,inputs-1000M,1.3,-144.4,1,0.04,3.32,0.08,6.37,416
0.4,0.8,.TRUE.,0.4,0.5,1155.0,'LOGNORMAL',170.0,174.0,2.0,2.0,0.2,0.7,0.1,0.5,1,1,2,63.0,84.0,inputs-1000M,13.3,41.4,1,0.02,-2.03,0.07,6.56,417
0.3,0.5,.TRUE.,0.4,0.6,1632.0,'LOGNORMAL',43.0,75.0,1.0,2.0,0.4,0.4,0.1,0.2,1,1,2,73.0,84.0,inputs-1000M,13.7,-36.2,0,0.07,1.02,0.03,4.51,418
0.3,0.3,.TRUE.,0.4,0.6,2550.0,'LOGNORMAL',102.0,186.0,2.0,2.0,0.2,0.5,0.3,0.5,2,2,2,9.0,61.0,inputs,7.3,110.9,1,0.04,-2.39,-5.9,0.05,419
0.3,0.7,.TRUE.,0.3,0.6,2026.0,'LOGNORMAL',30.0,62.0,2.0,2.0,0.1,0.2,0.4,0.6,1,1,1,55.0,94.0,inputs-1000M,12.4,169.8,1,-0.09,-4.26,0.0,2.19,420
0.3,0.5,.TRUE.,0.1,0.2,1357.0,'LOGNORMAL',132.0,145.0,2.0,2.0,0.1,0.5,0.3,0.3,1,1,1,26.0,27.0,inputs-1000M,13.6,247.6,1,0.08,2.8,-1.55,0.08,421
0.3,0.4,.TRUE.,0.5,0.6,1320.0,'LOGNORMAL',26.0,163.0,2.0,2.0,0.1,0.5,0.3,0.4,1,1,1,18.0,44.0,inputs,5.9,354.0,0,0.02,-2.58,0.04,1.82,422
0.3,0.4,.TRUE.,0.2,0.2,288.0,'LOGNORMAL',34.0,65.0,1.0,3.0,0.2,0.6,0.5,0.6,1,1,2,53.0,87.0,inputs,1.9,305.4,1,-0.08,1.55,-1.38,-0.09,423
0.6,0.8,.TRUE.,0.1,0.5,877.0,'LOGNORMAL',25.0,100.0,2.0,2.0,0.3,0.4,0.1,0.2,1,1,1,44.0,95.0,inputs-1000M,8.4,-177.2,0,-0.06,-0.61,-2.92,0.01,424
0.4,0.6,.TRUE.,0.3,0.6,871.0,'LOGNORMAL',139.0,154.0,2.0,3.0,0.2,0.6,0.2,0.7,2,2,2,25.0,72.0,inputs-500M,13.9,-359.3,1,0.02,-1.5,0.1,1.37,425
0.1,0.6,.TRUE.,0.5,0.6,2713.0,'LOGNORMAL',46.0,101.0,2.0,2.0,0.3,0.4,0.4,0.6,2,2,2,2.0,24.0,inputs,0.5,-7.2,1,-0.09,2.87,-0.08,0.07,426
0.6,0.7,.TRUE.,0.3,0.5,2376.0,'LOGNORMAL',19.0,81.0,1.0,3.0,0.4,0.6,0.6,0.6,1,1,2,80.0,95.0,inputs-1000M,17.9,-104.0,0,0.01,2.98,-0.01,0.63,427
0.2,0.2,.TRUE.,0.4,0.7,1296.0,'LOGNORMAL',21.0,160.0,1.0,2.0,0.6,0.7,0.5,0.7,2,2,2,22.0,84.0,inputs,14.9,-267.9,1,-0.07,-4.8,-0.09,2.25,428
0.2,0.7,.TRUE.,0.4,0.4,2672.0,'LOGNORMAL',6.0,49.0,2.0,2.0,0.2,0.4,0.1,0.2,2,2,2,17.0,76.0,inputs-500M,18.8,-115.2,1,-0.02,3.9,-1.21,0.06,429
0.3,0.7,.TRUE.,0.3,0.7,366.0,'LOGNORMAL',94.0,199.0,1.0,3.0,0.1,0.6,0.6,0.7,1,1,2,39.0,80.0,inputs-500M,5.2,220.2,0,0.06,-2.95,0.01,3.09,430
0.2,0.4,.TRUE.,0.5,0.7,2137.0,'LOGNORMAL',39.0,41.0,2.0,2.0,0.1,0.3,0.3,0.6,1,1,1,49.0,72.0,inputs-500M,3.5,154.3,0,0.04,3.21,-0.0,3.61,431
0.4,0.7,.TRUE.,0.3,0.4,418.0,'LOGNORMAL',45.0,56.0,2.0,3.0,0.3,0.6,0.6,0.6,2,2,2,83.0,97.0,inputs-500M,10.3,203.9,1,0.05,-4.77,-4.67,0.02,432
0.2,0.3,.TRUE.,0.4,0.4,2353.0,'LOGNORMAL',4.0,56.0,2.0,2.0,0.2,0.5,0.1,0.5,2,2,2,38.0,72.0,inputs,2.2,47.4,0,-0.06,-0.28,-0.04,3.0,433
0.4,0.5,.TRUE.,0.2,0.6,1549.0,'LOGNORMAL',81.0,152.0,2.0,3.0,0.5,0.5,0.6,0.7,2,2,2,67.0,72.0,inputs-500M,5.2,56.3,0,-0.04,-3.72,0.01,5.4,434
0.3,0.4,.TRUE.,0.1,0.6,2447.0,'LOGNORMAL',69.0,198.0,2.0,2.0,0.4,0.7,0.4,0.4,2,2,2,43.0,44.0,inputs-500M,6.6,51.8,1,-0.07,0.62,0.08,6.33,435
0.3,0.5,.TRUE.,0.5,0.7,2314.0,'LOGNORMAL',123.0,178.0,2.0,2.0,0.1,0.7,0.3,0.5,2,2,2,16.0,43.0,inputs-500M,20.0,105.1,0,0.07,-0.45,-0.1,0.35,436
0.4,0.8,.TRUE.,0.3,0.6,1488.0,'LOGNORMAL',15.0,98.0,1.0,2.0,0.2,0.3,0.5,0.7,2,2,2,23.0,98.0,inputs-500M,7.7,-162.1,0,-0.09,-3.07,-3.0,0.1,437
0.2,0.4,.TRUE.,0.1,0.2,1962.0,'LOGNORMAL',6.0,111.0,2.0,2.0,0.3,0.5,0.6,0.6,1,1,2,33.0,99.0,inputs,2.7,49.6,1,0.08,-0.2,-3.6,-0.03,438
0.2,0.7,.TRUE.,0.2,0.5,1841.0,'LOGNORMAL',85.0,170.0,1.0,2.0,0.2,0.4,0.5,0.6,1,1,2,37.0,94.0,inputs-1000M,0.6,-116.2,0,0.04,-2.26,-5.68,0.01,439
0.2,0.8,.TRUE.,0.5,0.5,1621.0,'LOGNORMAL',183.0,195.0,1.0,2.0,0.2,0.7,0.6,0.7,2,2,2,12.0,80.0,inputs-1000M,15.7,-203.7,0,-0.06,2.07,-0.08,0.28,440
0.1,0.5,.TRUE.,0.3,0.7,2331.0,'LOGNORMAL',3.0,77.0,1.0,3.0,0.2,0.4,0.2,0.4,1,1,1,12.0,53.0,inputs-1000M,4.6,-132.8,1,-0.03,4.61,-0.02,3.81,441
0.4,0.6,.TRUE.,0.3,0.5,1180.0,'LOGNORMAL',124.0,189.0,1.0,3.0,0.4,0.5,0.2,0.7,1,1,2,42.0,86.0,inputs-1000M,14.7,206.4,0,-0.05,1.98,-1.95,-0.01,442
0.1,0.6,.TRUE.,0.4,0.6,2438.0,'LOGNORMAL',87.0,136.0,1.0,2.0,0.5,0.7,0.5,0.5,1,1,1,53.0,85.0,inputs,8.6,23.6,1,-0.02,2.26,-4.35,-0.05,443
0.1,0.4,.TRUE.,0.2,0.6,2085.0,'LOGNORMAL',53.0,130.0,1.0,3.0,0.1,0.6,0.2,0.6,1,1,2,18.0,50.0,inputs-1000M,11.5,54.9,1,0.08,-3.35,-2.86,0.03,444
