Description,INPUTS,WIND_CONFIG,ENABLE_SPOTTING,CROWN_FIRE_MODEL,Wall clock time,Day 1 Fire Area,Day 2 Fire Area,Day 3 Fire Area,Day 4 Fire Area,Day 5 Fire Area,Day 6 Fire Area,Day 7 Fire Area,Day 8 Fire Area,Day 1 VIIRS Area,Day 2 VIIRS Area,Day 3 VIIRS Area,Day 4 VIIRS Area,Day 5 VIIRS Area,Day 6 VIIRS Area,Day 7 VIIRS Area,Day 8 VIIRS Area,Day 1 IOU,Day 2 IOU,Day 3 IOU,Day 4 IOU,Day 5 IOU,Day 6 IOU,Day 7 IOU,Day 8 IOU,Comments on anything interesting,ENABLE_SURFACE_FIRE_SPOTTING,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MIN,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MAX,CROWN_FIRE_SPOTTING_PERCENT_MIN,CROWN_FIRE_SPOTTING_PERCENT_MAX,CRITICAL_SPOTTING_FIRELINE_INTENSITY,MEAN_SPOTTING_DIST_MIN,MEAN_SPOTTING_DIST_MAX,NORMALIZED_SPOTTING_DIST_VARIANCE_MIN,NORMALIZED_SPOTTING_DIST_VARIANCE_MAX,SPOT_WS_EXP_LO,SPOT_WS_EXP_HI,SPOT_FLIN_EXP_LO,SPOT_FLIN_EXP_HI,NEMBERS_MIN,NEMBERS_MAX_LO,NEMBERS_MAX_HI,PIGN_MIN,PIGN_MAX,CC,CBH,CH,CBD,WS,WD,M1,M10,M100,Wall clock time (s),Fire volume (ac-ft),Nembers
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=158-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,0.0,0.0,0.0,0.001,14.486,297.408,967.427,1814.613,2337.264,2709.988,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.077,0.266,0.179,0.123,0.126,0.115,None,.TRUE.,0.1,1.0,0.1,1.0,5648.0,1.0,1853.0,1.0,2.0,0.1,0.6,0.1,0.4,1.0,1.0,4.0,0.0,99.0,0.06,1.05,-0.04,-2.35,5.6,-351.6,-0.08,-0.04,-0.07,6495.3359,3877103.2,40087.0
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=157-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,0.0,0.0,0.0,0.001,3.739,15.937,37.408,80.314,197.162,308.432,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.026,0.112,0.182,0.314,0.392,0.417,None,.TRUE.,0.1,1.0,0.1,0.3,5648.0,1.0,1853.0,1.0,2.0,0.1,0.6,0.1,0.4,1.0,1.0,4.0,0.0,8.0,0.06,1.05,-0.04,-2.35,5.6,-351.6,-0.08,-0.04,-0.07,472.041,592089.6,7178.0
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=156-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,0.0,0.0,0.0,0.001,4.535,17.292,37.714,60.854,86.62,126.068,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.032,0.102,0.148,0.237,0.277,0.37,None,.TRUE.,0.1,1.0,0.1,1.0,5648.0,1.0,1853.0,1.0,2.0,0.1,0.6,0.1,0.4,1.0,1.0,4.0,0.0,8.0,0.06,1.05,-0.04,-2.35,5.6,-351.6,-0.08,-0.04,-0.07,154.745,264953.0,3187.0
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1552-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,0.0,0.0,0.0,3.443,13.77,26.924,43.787,67.023,87.869,112.916,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.093,0.085,0.122,0.169,0.261,0.288,0.361,None,.TRUE.,0.1,0.9,0.1,0.4,4430.0,1.0,519.0,1.0,2.0,0.1,0.6,0.1,0.9,1.0,1.0,5.0,0.0,65.0,0.05,-1.6,-0.09,-0.38,7.1,267.2,0.01,0.05,0.01,137.323,178454.2,1761.0
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=155-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,0.0,0.0,0.0,2.686,14.424,31.258,55.127,73.913,112.763,166.251,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.091,0.111,0.203,0.255,0.32,0.378,0.462,None,.TRUE.,0.1,1.0,0.1,1.0,5648.0,1.0,1853.0,1.0,2.0,0.1,0.6,0.1,0.4,1.0,1.0,5.0,0.0,8.0,0.06,1.05,-0.04,-2.35,5.6,-351.6,-0.08,-0.04,-0.07,195.81,342187.8,4849.0
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1548-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,0.0,0.0,0.0,2.927,15.172,33.656,66.244,107.996,160.211,230.915,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.075,0.102,0.165,0.277,0.41,0.483,0.501,None,.TRUE.,0.1,0.6,0.1,0.4,4430.0,1.0,519.0,1.0,2.0,0.1,0.6,0.1,0.9,1.0,1.0,5.0,0.0,65.0,0.05,-1.6,-0.09,-0.38,19.6,267.2,0.01,0.05,0.01,468.465,571039.9,852.0
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1547-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,0.0,0.0,0.0,2.571,14.575,31.501,62.118,99.535,152.22,210.629,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.065,0.097,0.157,0.261,0.395,0.481,0.518,None,.TRUE.,0.1,0.9,0.1,0.4,4430.0,1.0,519.0,1.0,2.0,0.1,0.6,0.1,0.9,1.0,1.0,4.0,0.0,65.0,0.05,-1.6,-0.09,-0.38,19.6,267.2,0.01,0.05,0.01,395.87,456292.5,1529.0
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1544-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,0.0,0.0,0.0,3.06,16.941,40.881,79.978,162.099,302.656,441.34,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.077,0.107,0.174,0.275,0.449,0.475,0.434,None,.TRUE.,0.1,0.9,0.1,0.4,4430.0,1.0,519.0,1.0,3.0,0.1,0.6,0.1,0.9,1.0,1.0,5.0,0.0,65.0,0.05,-1.6,-0.09,-0.38,19.6,267.2,0.01,0.05,0.01,1219.95,964965.1,3139.0
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=154-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,0.0,0.0,0.0,0.001,3.467,26.693,55.148,105.017,178.135,275.981,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.025,0.19,0.262,0.408,0.491,0.508,None,.TRUE.,0.1,1.0,0.1,1.0,5648.0,1.0,1853.0,1.0,2.0,0.1,0.6,0.1,0.8,1.0,1.0,4.0,0.0,8.0,0.06,1.05,-0.04,-2.35,5.6,-351.6,-0.08,-0.04,-0.07,468.591,572171.6,3506.0
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1537-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,0.0,0.0,0.0,2.398,14.622,34.504,66.902,121.9,199.364,294.366,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.063,0.098,0.174,0.284,0.455,0.495,0.453,None,.TRUE.,0.1,0.9,0.1,0.4,4430.0,1.0,519.0,1.0,2.0,0.1,0.6,0.1,0.9,1.0,1.0,5.0,0.0,65.0,0.05,-1.6,-0.09,-0.38,19.6,267.2,0.01,0.05,0.01,643.3,675236.7,416.0
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1534-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,25.623,132.952,284.609,614.028,918.905,1238.831,1566.547,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.086,0.252,0.191,0.205,0.197,0.213,0.18,None,.TRUE.,0.1,0.2,0.1,0.5,352.0,1.0,1822.0,1.0,3.0,0.1,0.3,0.1,0.4,1.0,1.0,3.0,0.0,83.0,-0.05,-1.29,-0.1,-4.87,8.7,289.7,-0.04,-0.06,-0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1530-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,30.208,188.703,480.488,863.677,1206.024,1669.066,2016.414,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.081,0.205,0.149,0.179,0.166,0.166,0.143,None,.TRUE.,0.1,0.2,0.1,0.5,352.0,1.0,1822.0,1.0,3.0,0.1,0.3,0.1,0.4,1.0,1.0,3.0,0.0,83.0,-0.05,-3.01,-0.1,-4.87,8.7,289.7,-0.04,-0.05,-0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=153-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,0.0,0.0,0.0,0.001,4.439,20.41,45.163,69.664,111.819,176.116,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.032,0.149,0.223,0.309,0.375,0.462,None,.TRUE.,0.1,1.0,0.1,1.0,5648.0,1.0,1853.0,1.0,2.0,0.1,0.3,0.1,0.4,1.0,1.0,4.0,0.0,8.0,0.06,1.05,-0.04,-2.35,5.6,-351.6,-0.08,-0.04,-0.07,225.722,374912.2,1182.0
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1525-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,25.564,155.572,432.71,1098.922,1693.763,2283.772,2585.289,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.085,0.247,0.154,0.144,0.125,0.125,0.115,None,.TRUE.,0.1,0.2,0.1,0.5,352.0,1.0,1822.0,1.0,3.0,0.1,0.3,0.1,0.4,1.0,1.0,3.0,0.0,17.0,-0.05,-1.29,-0.1,-4.87,8.7,289.7,-0.04,-0.05,-0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1522-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,25.997,183.11,592.246,1108.155,1600.49,2180.758,2629.588,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.087,0.213,0.143,0.145,0.13,0.134,0.117,None,.TRUE.,0.1,0.2,0.1,0.5,352.0,1.0,1822.0,1.0,3.0,0.1,0.3,0.1,0.4,1.0,1.0,2.0,0.0,83.0,-0.05,-1.29,-0.1,-4.87,8.7,289.7,-0.04,-0.05,-0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=152-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,0.0,0.0,0.0,0.001,4.023,38.276,80.36,176.716,354.946,679.05,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.025,0.235,0.306,0.497,0.448,0.32,None,.TRUE.,0.1,1.0,0.1,1.0,5648.0,1.0,1853.0,1.0,2.0,0.1,0.6,0.1,0.4,1.0,1.0,4.0,0.0,8.0,0.06,1.05,-0.04,-2.35,5.6,-351.6,-0.08,-0.04,-0.07,1692.839,1508122.2,29750.0
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1519-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,27.038,229.678,887.657,1680.873,2254.177,2750.945,3014.149,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.09,0.205,0.108,0.109,0.101,0.11,0.103,None,.TRUE.,0.1,0.2,0.1,0.5,352.0,1.0,1822.0,1.0,3.0,0.1,0.3,0.1,0.4,1.0,1.0,3.0,0.0,83.0,-0.05,-1.29,-0.1,-4.87,8.7,289.7,-0.04,-0.05,-0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1517-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,28.784,184.507,689.865,1454.772,1999.325,2456.911,2696.365,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.086,0.215,0.151,0.127,0.108,0.117,0.111,None,.TRUE.,0.1,0.2,0.1,0.5,352.0,1.0,1822.0,1.0,3.0,0.1,0.3,0.1,0.4,1.0,1.0,3.0,0.0,83.0,-0.05,-1.29,-0.1,-4.87,8.7,289.7,-0.04,-0.05,-0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1515-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,25.869,137.961,387.985,769.017,1040.995,1418.569,1773.413,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.091,0.219,0.151,0.187,0.173,0.185,0.158,None,.TRUE.,0.1,0.2,0.1,0.5,352.0,1.0,1822.0,1.0,3.0,0.1,0.3,0.1,0.4,1.0,1.0,3.0,0.0,83.0,-0.05,-1.29,-0.1,-4.87,8.7,289.7,-0.04,-0.05,-0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1513-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,27.358,258.385,1454.598,2276.092,2747.294,3136.573,3249.846,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.098,0.221,0.101,0.088,0.085,0.098,0.096,None,.TRUE.,0.1,0.2,0.1,0.5,352.0,1.0,1822.0,1.0,3.0,0.1,0.3,0.1,0.4,1.0,1.0,3.0,0.0,83.0,-0.05,-1.29,-0.1,-4.87,8.7,289.7,-0.04,-0.05,-0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1512-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,23.339,159.296,477.613,920.893,1437.457,1979.19,2304.912,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.372,0.232,0.178,0.173,0.137,0.136,0.125,None,.TRUE.,0.1,0.7,0.1,0.9,4711.0,1.0,798.0,1.0,3.0,0.1,0.7,0.1,0.3,1.0,1.0,2.0,0.0,17.0,0.03,-3.01,0.71,-0.06,13.7,-284.1,0.04,-0.06,-0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1511-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,20.187,140.49,368.255,565.637,787.613,1078.346,1349.605,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.388,0.228,0.165,0.219,0.205,0.217,0.196,None,.TRUE.,0.1,0.7,0.1,0.9,4711.0,1.0,798.0,1.0,3.0,0.1,0.7,0.1,0.3,1.0,1.0,2.0,0.0,17.0,0.03,-3.01,0.71,-0.06,13.7,-284.1,0.04,-0.05,0.08,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1510-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,133.329,568.112,1095.318,1733.204,2103.07,2533.774,2743.587,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.164,0.136,0.092,0.104,0.101,0.115,0.109,None,.TRUE.,0.1,0.7,0.1,0.9,4711.0,1.0,798.0,1.0,3.0,0.1,0.7,0.1,0.3,1.0,1.0,2.0,0.0,17.0,0.03,-3.01,0.71,-0.06,13.7,-284.1,-0.04,-0.06,0.08,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=151-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,0.0,0.0,0.0,0.001,4.6,19.085,44.694,116.647,249.628,496.747,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.033,0.135,0.214,0.443,0.447,0.384,None,.TRUE.,0.1,1.0,0.1,1.0,5648.0,1.0,519.0,1.0,2.0,0.1,0.6,0.1,0.4,1.0,1.0,4.0,0.0,8.0,0.06,1.05,-0.04,-2.35,5.6,-351.6,-0.08,-0.04,-0.07,1042.967,1121601.0,12010.0
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1509-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,17.543,139.45,369.903,647.492,968.043,1321.07,1662.69,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.393,0.247,0.188,0.23,0.188,0.189,0.164,None,.TRUE.,0.1,0.7,0.1,0.9,4711.0,1.0,798.0,1.0,3.0,0.1,0.7,0.1,0.3,1.0,1.0,2.0,0.0,17.0,0.03,-3.01,0.71,-0.1,13.7,-284.1,0.04,-0.06,0.08,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1508-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,38.93,353.304,942.888,1624.378,2183.243,2601.905,2796.615,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.291,0.175,0.131,0.112,0.101,0.113,0.108,None,.TRUE.,0.1,0.7,0.1,0.9,4711.0,1.0,798.0,1.0,3.0,0.1,0.7,0.1,0.3,1.0,1.0,2.0,0.0,17.0,0.03,-3.01,-0.06,-4.87,13.7,-284.1,0.04,-0.06,0.08,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1507-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,25.026,125.148,326.688,571.816,781.341,1069.077,1349.161,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.326,0.231,0.173,0.213,0.209,0.228,0.203,None,.TRUE.,0.1,0.7,0.1,0.9,4711.0,1.0,798.0,1.0,3.0,0.1,0.7,0.1,0.3,1.0,1.0,2.0,0.0,17.0,0.03,-1.29,0.71,-0.06,13.7,-284.1,0.04,-0.06,0.08,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1506-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,19.125,103.616,272.657,392.746,526.82,713.609,921.6,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.383,0.242,0.161,0.234,0.251,0.283,0.255,None,.TRUE.,0.1,0.7,0.1,0.9,4711.0,1.0,798.0,1.0,3.0,0.1,0.7,0.1,0.3,1.0,1.0,2.0,0.0,17.0,-0.05,-3.01,0.71,-0.06,13.7,-284.1,0.04,-0.06,0.08,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1505-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,10.587,56.581,105.013,173.743,270.688,419.226,555.376,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.066,0.228,0.297,0.35,0.414,0.382,0.342,None,.TRUE.,0.1,0.7,0.1,0.9,4711.0,1.0,798.0,1.0,3.0,0.1,0.7,0.1,0.3,1.0,1.0,2.0,0.0,17.0,0.03,-3.01,0.71,-0.06,13.7,289.7,0.04,-0.06,0.08,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1504-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,11.838,113.542,406.005,877.283,1400.382,1926.199,2231.217,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.377,0.292,0.195,0.178,0.142,0.143,0.132,None,.TRUE.,0.1,0.7,0.1,0.9,4711.0,1.0,798.0,1.0,3.0,0.1,0.7,0.1,0.3,1.0,1.0,2.0,0.0,17.0,0.03,-3.01,0.71,-0.06,8.7,-284.1,0.04,-0.06,0.08,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1503-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,24.111,140.83,389.452,752.758,1121.359,1537.989,1956.319,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.345,0.248,0.178,0.2,0.17,0.165,0.143,None,.TRUE.,0.1,0.7,0.1,0.9,4711.0,1.0,798.0,1.0,3.0,0.1,0.7,0.1,0.3,1.0,1.0,2.0,0.0,17.0,0.03,-3.01,0.71,-0.06,13.7,-284.1,0.04,-0.06,0.08,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1502-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,18.395,104.24,278.615,457.391,600.972,816.422,1049.99,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.383,0.238,0.158,0.215,0.225,0.253,0.235,None,.TRUE.,0.1,0.7,0.1,0.9,4711.0,1.0,798.0,1.0,3.0,0.1,0.7,0.1,0.3,1.0,1.0,2.0,0.0,83.0,0.03,-3.01,0.71,-0.06,13.7,-284.1,0.04,-0.06,0.08,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1501-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,18.395,104.198,272.524,396.044,523.745,708.742,907.841,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.383,0.238,0.16,0.241,0.249,0.267,0.246,None,.TRUE.,0.1,0.7,0.1,0.5,4711.0,1.0,798.0,1.0,3.0,0.1,0.7,0.1,0.3,1.0,1.0,2.0,0.0,17.0,0.03,-3.01,0.71,-0.06,13.7,-284.1,0.04,-0.06,0.08,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1500-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,18.395,103.999,272.186,400.874,531.184,726.188,966.236,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.383,0.238,0.159,0.238,0.246,0.264,0.241,None,.TRUE.,0.1,0.2,0.1,0.9,4711.0,1.0,798.0,1.0,3.0,0.1,0.7,0.1,0.3,1.0,1.0,2.0,0.0,17.0,0.03,-3.01,0.71,-0.06,13.7,-284.1,0.04,-0.06,0.08,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=150-lhs-large_CROWN-FIRE-MODEL=0_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,0.0,0.0,0.0,0.001,4.471,31.384,73.257,126.416,209.896,325.486,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.0,0.032,0.235,0.37,0.543,0.514,0.512,None,.TRUE.,0.1,1.0,0.1,1.0,5648.0,1.0,1853.0,1.0,2.0,0.1,0.6,0.1,0.4,1.0,1.0,4.0,0.0,8.0,0.06,1.05,-0.04,-2.35,5.6,-351.6,-0.08,-0.04,-0.07,486.829,611786.2,1463.0
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=15-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,5.512,23.396,46.777,68.734,99.682,150.068,183.765,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.115,0.118,0.182,0.27,0.358,0.408,0.435,None,.TRUE.,0.1,0.8,0.1,0.8,1148.0,1.0,1356.0,1.0,3.0,0.1,0.3,0.1,0.2,1.0,1.0,5.0,0.0,82.0,0.01,-1.45,0.01,-5.85,0.6,188.4,0.07,-0.09,0.08,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1499-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,25.251,166.042,529.088,999.561,1518.264,2088.683,2402.332,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.347,0.239,0.144,0.158,0.135,0.134,0.122,None,.TRUE.,0.1,0.7,0.1,0.9,4711.0,1.0,798.0,1.0,3.0,0.1,0.7,0.1,0.3,1.0,1.0,3.0,0.0,17.0,0.03,-3.01,0.71,-0.06,13.7,-284.1,0.04,-0.06,0.08,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1498-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,42.283,253.111,488.689,816.378,1148.322,1516.455,1754.134,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.24,0.153,0.143,0.163,0.15,0.167,0.157,None,.TRUE.,0.1,0.7,0.1,0.9,4711.0,1.0,798.0,1.0,3.0,0.1,0.7,0.1,0.4,1.0,1.0,2.0,0.0,17.0,0.03,-3.01,0.71,-0.06,13.7,-284.1,0.04,-0.06,0.08,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=1497-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,18.365,105.348,275.307,399.442,528.853,722.155,925.172,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.4,0.244,0.164,0.242,0.249,0.263,0.247,None,.TRUE.,0.1,0.7,0.1,0.9,4711.0,1.0,798.0,1.0,3.0,0.1,0.3,0.1,0.3,1.0,1.0,2.0,0.0,17.0,0.03,-3.01,0.71,-0.06,13.7,-284.1,0.04,-0.06,0.08,,,
